Temporada,Nombre,Goles
2008-2009,Llorente,13
2008-2009,Soldado,13
2008-2009,Zigic,13
2008-2009,Barkero,12
2008-2009,Bilic,12
2008-2009,Rossi,12
2008-2009,Emana,11
2008-2009,Aduriz,11
2008-2009,Pandiani,11
2008-2009,Mata,11
2008-2009,Camuñas,10
2008-2009,Barral,10
2008-2009,Goitom,10
2008-2009,Sergio García,9
2008-2009,Apoño,9
2008-2009,Baha,9
2008-2009,Jurado,9
2008-2009,Colunga,9
2008-2009,Kalu Uche,8
2008-2009,Lafita,8
2008-2009,Luque,8
2008-2009,Arango,8
2008-2009,Nekounam,8
2008-2009,Huntelaar,8
2008-2009,Luis Fabiano,8
2008-2009,Renato,8
2008-2009,Cazorla,8
2008-2009,Simao,7
2008-2009,Verdú,7
2008-2009,Albín,7
2008-2009,Uche,7
2008-2009,Eliseu,7
2008-2009,Robben,7
2008-2009,Sesma,7
2008-2009,Iraola,6
2008-2009,Maxi Rodríguez,6
2008-2009,Xavi,6
2008-2009,Oliveira,6
2008-2009,Riki,6
2008-2009,Tamudo,6
2008-2009,Aranda,6
2008-2009,Tchité,6
2008-2009,Carmelo,6
2008-2009,Diego Castro,6
2008-2009,Vicente,6
2008-2009,Cani,6
2008-2009,Piatti,5
2008-2009,Javi Martínez,5
2008-2009,Sinama Pongolle,5
2008-2009,Dani Alves,5
2008-2009,Bodipo,5
2008-2009,Iván Alonso,5
2008-2009,Luis García,5
2008-2009,Román,5
2008-2009,Casquero,5
2008-2009,Granero,5
2008-2009,Manu del Moral,5
2008-2009,Duda,5
2008-2009,Salva Ballesta,5
2008-2009,Cléber Santana,5
2008-2009,Chori Castro,5
2008-2009,Keita,5
2008-2009,Webó,5
2008-2009,Goiria,5
2008-2009,Jonathan Pereira,5
2008-2009,Òscar Serrano,5
2008-2009,Van der Vaart,5
2008-2009,Víctor,5
2008-2009,Capdevila,5
2008-2009,Juanma Ortiz,4
2008-2009,Iniesta,4
2008-2009,Keita,4
2008-2009,Mark González,4
2008-2009,Mehmet Aurelio,4
2008-2009,Sergio,4
2008-2009,De La Peña,4
2008-2009,Nené,4
2008-2009,Lolo,4
2008-2009,Del Pino,4
2008-2009,Plasil,4
2008-2009,Marcelo,4
2008-2009,Sergio Ramos,4
2008-2009,Van Nistelrooy,4
2008-2009,Jesús Navas,4
2008-2009,Luis Morán,4
2008-2009,Joaquín,4
2008-2009,Silva,4
2008-2009,Canobbio,4
2008-2009,David López,3
2008-2009,Vélez,3
2008-2009,Yeste,3
2008-2009,Heitinga,3
2008-2009,Raúl García,3
2008-2009,Gudjohnsen,3
2008-2009,Lassad,3
2008-2009,Corominas,3
2008-2009,Pareja,3
2008-2009,Sergio Sánchez,3
2008-2009,Gavilán,3
2008-2009,Adrián,3
2008-2009,Brit,3
2008-2009,Moreno,3
2008-2009,Dady,3
2008-2009,Masoud,3
2008-2009,Miguel Flaño,3
2008-2009,Guti,3
2008-2009,Marco Rubén,3
2008-2009,Chevantón,3
2008-2009,Baraja,3
2008-2009,Pablo Hernández,3
2008-2009,Luis Prieto,3
2008-2009,Pedro León,3
2008-2009,Vivar Dorado,3
2008-2009,Matías Fernández,3
2008-2009,Pirès,3
2008-2009,Etxeberría,2
2008-2009,Gabilondo,2
2008-2009,Antonio López,2
2008-2009,Bojan,2
2008-2009,Touré Yaya,2
2008-2009,Arzu,2
2008-2009,Damià Abella,2
2008-2009,Edú,2
2008-2009,Juanma,2
2008-2009,Monzón,2
2008-2009,Pavone,2
2008-2009,Filipe Luis,2
2008-2009,Guardado,2
2008-2009,Juan Rodríguez,2
2008-2009,Lopo,2
2008-2009,Pablo Álvarez,2
2008-2009,Callejón,2
2008-2009,Hurtado,2
2008-2009,Jarque,2
2008-2009,Contra,2
2008-2009,Varela,2
2008-2009,Cisma,2
2008-2009,Juanfran,2
2008-2009,Vadocz,2
2008-2009,Colsa,2
2008-2009,Garay,2
2008-2009,Luccin,2
2008-2009,Marcano,2
2008-2009,Munitis,2
2008-2009,Valera,2
2008-2009,Heinze,2
2008-2009,Sneijder,2
2008-2009,Ersen Martin,2
2008-2009,Javi Fuego,2
2008-2009,Javi Guerrero,2
2008-2009,Aitor,2
2008-2009,Adriano,2
2008-2009,Capel,2
2008-2009,Maresca,2
2008-2009,Kike Mateo,2
2008-2009,Maldonado,2
2008-2009,Albiol,2
2008-2009,Fernandes,2
2008-2009,García Calvo,2
2008-2009,Fabricio Fuentes,2
2008-2009,Gonzalo,2
2008-2009,Senna,2
2008-2009,Acasiete,1
2008-2009,Chico,1
2008-2009,Crusat,1
2008-2009,Mané,1
2008-2009,Nieto,1
2008-2009,Pellerano,1
2008-2009,Solari,1
2008-2009,Soriano,1
2008-2009,Aitor Ocio,1
2008-2009,Del Olmo,1
2008-2009,Etxeita,1
2008-2009,Garmendia,1
2008-2009,Koikili,1
2008-2009,Orbaiz,1
2008-2009,Susaeta,1
2008-2009,Toquero,1
2008-2009,Banega,1
2008-2009,Maniche,1
2008-2009,Pablo Ibáñez,1
2008-2009,Busquets,1
2008-2009,Márquez,1
2008-2009,Piqué,1
2008-2009,Puyol,1
2008-2009,Capi,1
2008-2009,José Mari,1
2008-2009,Juanito,1
2008-2009,Melli,1
2008-2009,Xisco,1
2008-2009,Mista,1
2008-2009,Omar Bravo,1
2008-2009,Piscu,1
2008-2009,Zé Castro,1
2008-2009,Valdo,1
2008-2009,Cata Díaz,1
2008-2009,Guerrón,1
2008-2009,Hélder Rosario,1
2008-2009,Nacho,1
2008-2009,Weligton,1
2008-2009,David Navarro,1
2008-2009,Josemi,1
2008-2009,Martí,1
2008-2009,Bellvís,1
2008-2009,Mario,1
2008-2009,Nagore,1
2008-2009,Ezquerro,1
2008-2009,Héctor Font,1
2008-2009,Portillo,1
2008-2009,Sergio Fernández,1
2008-2009,Berrocal,1
2008-2009,César Navas,1
2008-2009,Christian Fernández,1
2008-2009,Juanjo,1
2008-2009,Pinillos,1
2008-2009,Toni Moral,1
2008-2009,De La Red,1
2008-2009,Gago,1
2008-2009,Saviola,1
2008-2009,Maidana,1
2008-2009,Morris,1
2008-2009,Sisi,1
2008-2009,Armenteros,1
2008-2009,De Mul,1
2008-2009,Escudé,1
2008-2009,Perotti,1
2008-2009,Romaric,1
2008-2009,Canella,1
2008-2009,Diego Camacho,1
2008-2009,Gerard Autet,1
2008-2009,José Ángel,1
2008-2009,Alexis Ruano,1
2008-2009,Edu,1
2008-2009,Maduro,1
2008-2009,Marchena,1
2008-2009,Morientes,1
2008-2009,Aguirre,1
2008-2009,Álvaro Rubio,1
2008-2009,Baraja,1
2008-2009,Medunjanin,1
2008-2009,Ogbeche,1
2008-2009,Oldoni,1
2008-2009,Pedro López,1
2008-2009,Altidore,1
2008-2009,Eguren,1
2008-2009,Ibagaza,1
2009-2010,Messi,34
2009-2010,Higuaín,27
2009-2010,Cristiano Ronaldo,26
2009-2010,David Villa,21
2009-2010,Forlán,18
2009-2010,Ibrahimovic,16
2009-2010,Soldado,16
2009-2010,Luis Fabiano,15
2009-2010,Llorente,14
2009-2010,Nino,14
2009-2010,Agüero,12
2009-2010,Pedro,12
2009-2010,Aduriz,12
2009-2010,Kanouté,12
2009-2010,Bermejo,12
2009-2010,Pandiani,11
2009-2010,Tchité,11
2009-2010,Negredo,11
2009-2010,Nilmar,11
2009-2010,Diego Castro,10
2009-2010,Rossi,10
2009-2010,Kalu Uche,9
2009-2010,Mata,9
2009-2010,Llorente,9
2009-2010,Toquero,8
2009-2010,Bojan,8
2009-2010,Riki,8
2009-2010,Manu del Moral,8
2009-2010,Pedro León,8
2009-2010,Duda,8
2009-2010,Benzema,8
2009-2010,Kaká,8
2009-2010,De Las Cuevas,8
2009-2010,Silva,8
2009-2010,Diego Costa,8
2009-2010,Crusat,7
2009-2010,Piatti,7
2009-2010,Soriano,7
2009-2010,Jurado,7
2009-2010,Osvaldo,7
2009-2010,Alfaro,7
2009-2010,Colunga,7
2009-2010,Javi Martínez,6
2009-2010,Keita,6
2009-2010,Parejo,6
2009-2010,Chori Castro,6
2009-2010,Julio Álvarez,6
2009-2010,Webó,6
2009-2010,Canales,6
2009-2010,Van der Vaart,6
2009-2010,Nauzet Alemán,6
2009-2010,Suazo,6
2009-2010,Iván Alonso,5
2009-2010,Casquero,5
2009-2010,Miku,5
2009-2010,Baha,5
2009-2010,Fernando,5
2009-2010,Mario Suárez,5
2009-2010,Aranda,5
2009-2010,Raúl,5
2009-2010,Bilic,5
2009-2010,Román,5
2009-2010,Pablo Hernández,5
2009-2010,Medunjanin,5
2009-2010,Capdevila,5
2009-2010,Cazorla,5
2009-2010,Arizmendi,5
2009-2010,Muniain,4
2009-2010,Susaeta,4
2009-2010,Henry,4
2009-2010,Adrián,4
2009-2010,Verdú,4
2009-2010,Caicedo,4
2009-2010,Obinna,4
2009-2010,Borja Valero,4
2009-2010,Nunes,4
2009-2010,Casadesús,4
2009-2010,Juanfran,4
2009-2010,Vadocz,4
2009-2010,Arana,4
2009-2010,Marcelo,4
2009-2010,Sergio Ramos,4
2009-2010,Jesús Navas,4
2009-2010,Perotti,4
2009-2010,Renato,4
2009-2010,Barral,4
2009-2010,Luis Morán,4
2009-2010,Juanlu Hens,4
2009-2010,Zigic,4
2009-2010,Manucho,4
2009-2010,Pirès,4
2009-2010,Carlos Calvo,4
2009-2010,Abel Aguilar,4
2009-2010,Cisma,3
2009-2010,Gabilondo,3
2009-2010,Ibrahima,3
2009-2010,Dani Alves,3
2009-2010,Xavi,3
2009-2010,Colotto,3
2009-2010,Guardado,3
2009-2010,Juan Rodríguez,3
2009-2010,Juca,3
2009-2010,Filipe Luis,3
2009-2010,Luis García,3
2009-2010,Albín,3
2009-2010,Weligton,3
2009-2010,Keita,3
2009-2010,Rubén,3
2009-2010,Camuñas,3
2009-2010,Nekounam,3
2009-2010,Colsa,3
2009-2010,Lacen,3
2009-2010,Òscar Serrano,3
2009-2010,Xisco,3
2009-2010,Granero,3
2009-2010,Xabi Alonso,3
2009-2010,Cala,3
2009-2010,Ayoze,3
2009-2010,David Fuster,3
2009-2010,Godín,3
2009-2010,Antoñito,3
2009-2010,Armenteros,3
2009-2010,Lafita,3
2009-2010,Juanma Ortiz,2
2009-2010,Iraola,2
2009-2010,Yeste,2
2009-2010,Antonio López,2
2009-2010,Juanito,2
2009-2010,Maxi Rodríguez,2
2009-2010,Reyes,2
2009-2010,Salvio,2
2009-2010,Simao,2
2009-2010,Tiago Mendes,2
2009-2010,Jeffren,2
2009-2010,Piqué,2
2009-2010,Lassad,2
2009-2010,Pablo Álvarez,2
2009-2010,Callejón,2
2009-2010,Forlín,2
2009-2010,Víctor Ruiz,2
2009-2010,Rafa,2
2009-2010,Apoño,2
2009-2010,Edinho,2
2009-2010,Javi López,2
2009-2010,Valdo,2
2009-2010,Masoud,2
2009-2010,Bolado,2
2009-2010,Christian Fernández,2
2009-2010,Arbeloa,2
2009-2010,Guti,2
2009-2010,Dragutinovic,2
2009-2010,Gregory,2
2009-2010,Ricardo,2
2009-2010,Banega,2
2009-2010,Joaquín,2
2009-2010,Marchena,2
2009-2010,David Navarro,2
2009-2010,Baraja,2
2009-2010,Marcos García,2
2009-2010,Nivaldo,2
2009-2010,Cani,2
2009-2010,Ibagaza,2
2009-2010,Aythami,2
2009-2010,Gioda,2
2009-2010,Míchel,2
2009-2010,Momo,2
2009-2010,Orellana,2
2009-2010,Víctor Sánchez,2
2009-2010,Ander Herrera,2
2009-2010,Diogo,2
2009-2010,Eliseu,2
2009-2010,Ewerthon,2
2009-2010,Jarosik,2
2009-2010,Jorge López,2
2009-2010,Pavón,2
2009-2010,Pulido,2
2009-2010,Corona,1
2009-2010,David Rodríguez,1
2009-2010,Goitom,1
2009-2010,Guilherme,1
2009-2010,Míchel,1
2009-2010,Ortiz,1
2009-2010,De Marcos,1
2009-2010,Gurpegui,1
2009-2010,Orbaiz,1
2009-2010,San José,1
2009-2010,Ustaritz,1
2009-2010,Assunçao,1
2009-2010,Cléber Santana,1
2009-2010,Iniesta,1
2009-2010,Márquez,1
2009-2010,Puyol,1
2009-2010,Thiago Alcántara,1
2009-2010,Touré Yaya,1
2009-2010,Lopo,1
2009-2010,Mista,1
2009-2010,Valerón,1
2009-2010,Ben Sahar,1
2009-2010,Corominas,1
2009-2010,Javi Márquez,1
2009-2010,Marqués,1
2009-2010,Adrián González,1
2009-2010,Cata Díaz,1
2009-2010,Mané,1
2009-2010,Pedro Ríos,1
2009-2010,Luque,1
2009-2010,Forestieri,1
2009-2010,Iván González,1
2009-2010,Manu Torres,1
2009-2010,Xavi Torres,1
2009-2010,Martí,1
2009-2010,Mattioni,1
2009-2010,Tuni,1
2009-2010,Dady,1
2009-2010,Galán,1
2009-2010,Miguel Flaño,1
2009-2010,Monreal,1
2009-2010,Diop,1
2009-2010,Geijo,1
2009-2010,Henrique,1
2009-2010,Morris,1
2009-2010,Toni Moral,1
2009-2010,Garay,1
2009-2010,Lass,1
2009-2010,Pepe,1
2009-2010,Van Nistelrooy,1
2009-2010,Capel,1
2009-2010,Fazio,1
2009-2010,José Carlos,1
2009-2010,Konko,1
2009-2010,Lolo,1
2009-2010,Rodri,1
2009-2010,Romaric,1
2009-2010,Squillaci,1
2009-2010,Rivera,1
2009-2010,Canella,1
2009-2010,Ángel,1
2009-2010,Culebras,1
2009-2010,Mikel Alonso,1
2009-2010,Marc Bertrán,1
2009-2010,Richi,1
2009-2010,Jordi Alba,1
2009-2010,Albelda,1
2009-2010,Alexis Ruano,1
2009-2010,Mathieu,1
2009-2010,Arzo,1
2009-2010,Bueno,1
2009-2010,Canobbio,1
2009-2010,Sesma,1
2009-2010,Sisi,1
2009-2010,Ángel,1
2009-2010,Escudero,1
2009-2010,Marcano,1
2009-2010,Senna,1
2009-2010,Alustiza,1
2009-2010,Francis,1
2009-2010,Moreno,1
2009-2010,Contini,1
2009-2010,Gabi,1
2009-2010,Ponzio,1
2010-2011,Cristiano Ronaldo,40
2010-2011,Messi,31
2010-2011,Agüero,20
2010-2011,Negredo,20
2010-2011,David Villa,18
2010-2011,Soldado,18
2010-2011,Llorente,18
2010-2011,Rossi,18
2010-2011,Benzema,15
2010-2011,Rondón,14
2010-2011,Pedro,13
2010-2011,Osvaldo,13
2010-2011,Caicedo,13
2010-2011,Kanouté,12
2010-2011,Trezeguet,12
2010-2011,Gabi,11
2010-2011,Webó,11
2010-2011,Nilmar,11
2010-2011,Luis Fabiano,10
2010-2011,Aduriz,10
2010-2011,Higuaín,10
2010-2011,Manu del Moral,9
2010-2011,Rosenberg,9
2010-2011,Diego Castro,9
2010-2011,Forlán,8
2010-2011,Iniesta,8
2010-2011,Mata,8
2010-2011,Piatti,8
2010-2011,Valdez,8
2010-2011,Baptista,8
2010-2011,Griezmann,7
2010-2011,Tamudo,7
2010-2011,Xabi Prieto,7
2010-2011,Toquero,7
2010-2011,Kaká,7
2010-2011,Kalu Uche,7
2010-2011,Ulloa,7
2010-2011,Kike Sola,7
2010-2011,Adrián,7
2010-2011,Colunga,7
2010-2011,Miku,7
2010-2011,Pedro Ríos,7
2010-2011,Seba,7
2010-2011,Stuani,7
2010-2011,Diego Costa,6
2010-2011,Reyes,6
2010-2011,Bojan,6
2010-2011,Callejón,6
2010-2011,Luis García,6
2010-2011,David López,6
2010-2011,Di María,6
2010-2011,Özil,6
2010-2011,Nekounam,6
2010-2011,Kennedy,6
2010-2011,De Las Cuevas,6
2010-2011,Rakitic,5
2010-2011,Pablo Hernández,5
2010-2011,Verdú,5
2010-2011,Llorente,5
2010-2011,Aranburu,5
2010-2011,Gabilondo,5
2010-2011,Muniain,5
2010-2011,Adebayor,5
2010-2011,De Guzmán,5
2010-2011,Chori Castro,5
2010-2011,Pereira,5
2010-2011,Lassad,5
2010-2011,Cani,5
2010-2011,Marco Rubén,5
2010-2011,Cazorla,5
2010-2011,Rubén,5
2010-2011,Giovani Dos Santos,5
2010-2011,Barral,5
2010-2011,Simao,4
2010-2011,Tiago Mendes,4
2010-2011,Joaquín,4
2010-2011,Tino Costa,4
2010-2011,Álvaro Vázquez,4
2010-2011,Iraola,4
2010-2011,Javi Martínez,4
2010-2011,Bertolo,4
2010-2011,Lafita,4
2010-2011,Sinama Pongolle,4
2010-2011,Nsue,4
2010-2011,Aranda,4
2010-2011,Camuñas,4
2010-2011,Drenthe,4
2010-2011,Eliseu,4
2010-2011,Juanmi,4
2010-2011,Nacho Novo,4
2010-2011,Perotti,3
2010-2011,Keita,3
2010-2011,Piqué,3
2010-2011,Xavi,3
2010-2011,Jonas,3
2010-2011,Sergio García,3
2010-2011,Agirretxe,3
2010-2011,Carvalho,3
2010-2011,Marcelo,3
2010-2011,Sergio Ramos,3
2010-2011,Braulio,3
2010-2011,Jarosik,3
2010-2011,Crusat,3
2010-2011,Ramis,3
2010-2011,Casadesús,3
2010-2011,Pandiani,3
2010-2011,Vadocz,3
2010-2011,Riki,3
2010-2011,Sendoa,3
2010-2011,Borja Valero,3
2010-2011,Parejo,3
2010-2011,Duda,3
2010-2011,Juanlu,3
2010-2011,Christian Fernández,3
2010-2011,Nahuelpan,3
2010-2011,Domínguez,2
2010-2011,Elías,2
2010-2011,Koke,2
2010-2011,Mario Suárez,2
2010-2011,Alfaro,2
2010-2011,Escudé,2
2010-2011,Konko,2
2010-2011,Renato,2
2010-2011,Dani Alves,2
2010-2011,Thiago Alcántara,2
2010-2011,Jordi Alba,2
2010-2011,Banega,2
2010-2011,Stankevicius,2
2010-2011,Dátolo,2
2010-2011,Iván Alonso,2
2010-2011,Javi Márquez,2
2010-2011,Ifrán,2
2010-2011,Diego Rivas,2
2010-2011,Sutil,2
2010-2011,Zurutuza,2
2010-2011,Gurpegui,2
2010-2011,San José,2
2010-2011,Ander Herrera,2
2010-2011,Boutahar,2
2010-2011,Ponzio,2
2010-2011,Corona,2
2010-2011,Feghouli,2
2010-2011,Aki,2
2010-2011,Cavenaghi,2
2010-2011,Lekic,2
2010-2011,Lolo,2
2010-2011,Masoud,2
2010-2011,Miguel Flaño,2
2010-2011,Sergio Fernández,2
2010-2011,Soriano,2
2010-2011,Aythami,2
2010-2011,Colotto,2
2010-2011,Guardado,2
2010-2011,Lopo,2
2010-2011,Xisco,2
2010-2011,Paz,2
2010-2011,Tiago Gomes,2
2010-2011,Capdevila,2
2010-2011,Albín,2
2010-2011,Arizmendi,2
2010-2011,Boateng,2
2010-2011,Gavilán,2
2010-2011,Apoño,2
2010-2011,Fernando,2
2010-2011,Maresca,2
2010-2011,Quincy,2
2010-2011,Recio,2
2010-2011,Del Horno,2
2010-2011,Nano Rivas,2
2010-2011,Rafa Jordà,2
2010-2011,Sergio,2
2010-2011,Valdo,2
2010-2011,Colsa,2
2010-2011,Henrique,2
2010-2011,Pinillos,2
2010-2011,André Castro,2
2010-2011,Sangoy,2
2010-2011,Juanfran,1
2010-2011,Jurado,1
2010-2011,Filipe Luis,1
2010-2011,Raúl García,1
2010-2011,Valera,1
2010-2011,Martín Cáceres,1
2010-2011,Fazio,1
2010-2011,Jesús Navas,1
2010-2011,Romaric,1
2010-2011,Afellay,1
2010-2011,Bartra,1
2010-2011,Busquets,1
2010-2011,Jeffren,1
2010-2011,Puyol,1
2010-2011,Maduro,1
2010-2011,Mathieu,1
2010-2011,Topal,1
2010-2011,David Navarro,1
2010-2011,Vicente,1
2010-2011,Galán,1
2010-2011,Ansotegi,1
2010-2011,Estrada,1
2010-2011,Sarpong,1
2010-2011,Iñigo Pérez,1
2010-2011,Orbaiz,1
2010-2011,Susaeta,1
2010-2011,Urko Vera,1
2010-2011,Granero,1
2010-2011,Joselu,1
2010-2011,Pepe,1
2010-2011,Edmilson,1
2010-2011,Lanzaro,1
2010-2011,Marco Pérez,1
2010-2011,Uche,1
2010-2011,Bernardello,1
2010-2011,Carlos García,1
2010-2011,Vargas,1
2010-2011,Goitom,1
2010-2011,Marcelo Silva,1
2010-2011,M'Bami,1
2010-2011,Juanma Ortiz,1
2010-2011,Nunes,1
2010-2011,Cejudo,1
2010-2011,Calleja,1
2010-2011,Juanfran,1
2010-2011,Monreal,1
2010-2011,Nélson,1
2010-2011,Aranzubia,1
2010-2011,Juan Rodríguez,1
2010-2011,Laure,1
2010-2011,Pablo Álvarez,1
2010-2011,Farinós,1
2010-2011,Kiko Femenía,1
2010-2011,Portillo,1
2010-2011,Thomert,1
2010-2011,Tote,1
2010-2011,Catalá,1
2010-2011,Gonzalo,1
2010-2011,Marchena,1
2010-2011,Jefferson Montero,1
2010-2011,Senna,1
2010-2011,Sardinero,1
2010-2011,Casquero,1
2010-2011,Cata Díaz,1
2010-2011,Marcano,1
2010-2011,Víctor Sánchez,1
2010-2011,Demichelis,1
2010-2011,Stadsgaard,1
2010-2011,Weligton,1
2010-2011,Ballesteros,1
2010-2011,Xisco,1
2010-2011,Arana,1
2010-2011,Bolado,1
2010-2011,Lacen,1
2010-2011,Munitis,1
2010-2011,Òscar Serrano,1
2010-2011,Torrejón,1
2010-2011,Ayoze,1
2010-2011,Botía,1
2010-2011,Eguren,1
2010-2011,Gregory,1
2010-2011,Nacho Cases,1
2011-2012,Messi,50
2011-2012,Cristiano Ronaldo,46
2011-2012,Falcao,24
2011-2012,Higuaín,22
2011-2012,Benzema,21
2011-2012,Soldado,17
2011-2012,Llorente,17
2011-2012,Rubén Castro,16
2011-2012,Koné,15
2011-2012,Michu,15
2011-2012,Negredo,14
2011-2012,Alexis Sánchez,12
2011-2012,Miku,12
2011-2012,Vela,12
2011-2012,Raúl García,11
2011-2012,Rondón,11
2011-2012,Xavi,10
2011-2012,Jonas,10
2011-2012,Manu del Moral,10
2011-2012,Agirretxe,10
2011-2012,Diego Costa,10
2011-2012,Fàbregas,9
2011-2012,Cazorla,9
2011-2012,Casadesús,9
2011-2012,Marco Rubén,9
2011-2012,Postiga,9
2011-2012,Tamudo,9
2011-2012,Barral,9
2011-2012,Stuani,9
2011-2012,Rubén,8
2011-2012,Aduriz,7
2011-2012,Adrián,7
2011-2012,Ibrahima,7
2011-2012,Barkero,7
2011-2012,Hemed,7
2011-2012,Diego Castro,7
2011-2012,Griezmann,7
2011-2012,Santa Cruz,7
2011-2012,Feghouli,6
2011-2012,Nino,6
2011-2012,Juanlu,6
2011-2012,Valdo,6
2011-2012,Chori Castro,6
2011-2012,Susaeta,6
2011-2012,Kalu Uche,6
2011-2012,Beñat,6
2011-2012,Molina,6
2011-2012,Ighalo,6
2011-2012,Siqueira,6
2011-2012,Callejón,5
2011-2012,Di María,5
2011-2012,Kaká,5
2011-2012,Pedro,5
2011-2012,David Villa,5
2011-2012,Tino Costa,5
2011-2012,Nekounam,5
2011-2012,Isco,5
2011-2012,Seba,5
2011-2012,Xavi Torres,5
2011-2012,Jesús Navas,5
2011-2012,Álvaro Vázquez,5
2011-2012,Coutinho,5
2011-2012,Sergio García,5
2011-2012,Verdú,5
2011-2012,Borja Valero,5
2011-2012,Senna,5
2011-2012,Apoño,5
2011-2012,Özil,4
2011-2012,Cejudo,4
2011-2012,Lekic,4
2011-2012,Van Nistelrooy,4
2011-2012,De Marcos,4
2011-2012,Javi Martínez,4
2011-2012,Toquero,4
2011-2012,Kanouté,4
2011-2012,Abdel,4
2011-2012,Güiza,4
2011-2012,Jonathan Pereira,4
2011-2012,Hernán Pérez,4
2011-2012,Nilmar,4
2011-2012,Luis García,4
2011-2012,Iñigo López,4
2011-2012,Bilic,4
2011-2012,Sangoy,4
2011-2012,Trejo,4
2011-2012,Marcelo,3
2011-2012,Sergio Ramos,3
2011-2012,Keita,3
2011-2012,Puyol,3
2011-2012,Tello,3
2011-2012,Pablo Hernández,3
2011-2012,Arda Turan,3
2011-2012,Diego,3
2011-2012,Domínguez,3
2011-2012,Salvio,3
2011-2012,Toulalan,3
2011-2012,Nsue,3
2011-2012,Pereira,3
2011-2012,Amorebieta,3
2011-2012,Baba Diawara,3
2011-2012,Iñigo Martínez,3
2011-2012,Zurutuza,3
2011-2012,Héctor Moreno,3
2011-2012,Pandiani,3
2011-2012,Romaric,3
2011-2012,Bruno Soriano,3
2011-2012,Rossi,3
2011-2012,Lafita,3
2011-2012,Juan Carlos,3
2011-2012,Lass,3
2011-2012,Piti,3
2011-2012,Franco Jara,3
2011-2012,Carlos Martins,3
2011-2012,Mikel Rico,3
2011-2012,Uche,3
2011-2012,Colunga,3
2011-2012,De Las Cuevas,3
2011-2012,Lora,3
2011-2012,Nacho Novo,3
2011-2012,Adrián González,3
2011-2012,Khedira,2
2011-2012,Cuenca,2
2011-2012,Dani Alves,2
2011-2012,Iniesta,2
2011-2012,Piqué,2
2011-2012,Thiago Alcántara,2
2011-2012,Jordi Alba,2
2011-2012,Piatti,2
2011-2012,Rami,2
2011-2012,Gabi,2
2011-2012,Godín,2
2011-2012,Koke,2
2011-2012,Roversio,2
2011-2012,Demichelis,2
2011-2012,Eliseu,2
2011-2012,Joaquín,2
2011-2012,Maresca,2
2011-2012,Ghezzal,2
2011-2012,Nano Rivas,2
2011-2012,Alfaro,2
2011-2012,Álvaro,2
2011-2012,Nunes,2
2011-2012,Ramis,2
2011-2012,Gabilondo,2
2011-2012,Muniain,2
2011-2012,San José,2
2011-2012,Fazio,2
2011-2012,Medel,2
2011-2012,Pedro León,2
2011-2012,Pedro Ríos,2
2011-2012,Aranburu,2
2011-2012,Estrada,2
2011-2012,Xabi Prieto,2
2011-2012,Dídac Vilà,2
2011-2012,Weiss,2
2011-2012,Pozuelo,2
2011-2012,Sevilla,2
2011-2012,Aranda,2
2011-2012,Edu Oriol,2
2011-2012,Armenteros,2
2011-2012,Movilla,2
2011-2012,Trashorras,2
2011-2012,Fran Rico,2
2011-2012,Geijo,2
2011-2012,André Castro,2
2011-2012,Eguren,2
2011-2012,Gálvez,2
2011-2012,Acosta,2
2011-2012,Arana,2
2011-2012,Bernardo,2
2011-2012,Jairo,2
2011-2012,Nahuelpan,2
2011-2012,Altintop,1
2011-2012,Pepe,1
2011-2012,Varane,1
2011-2012,Xabi Alonso,1
2011-2012,Adriano,1
2011-2012,Busquets,1
2011-2012,Canales,1
2011-2012,Pizzi,1
2011-2012,Miranda,1
2011-2012,Miguel Flaño,1
2011-2012,Lamah,1
2011-2012,Lolo,1
2011-2012,Sergio Fernández,1
2011-2012,Apoño,1
2011-2012,Baptista,1
2011-2012,Camacho,1
2011-2012,Duda,1
2011-2012,Juanmi,1
2011-2012,Weligton,1
2011-2012,Ballesteros,1
2011-2012,Cabral,1
2011-2012,Farinós,1
2011-2012,Martí,1
2011-2012,Pina,1
2011-2012,Ander Herrera,1
2011-2012,Aurtenetxe,1
2011-2012,David López,1
2011-2012,Iraola,1
2011-2012,Iturraspe,1
2011-2012,Escudé,1
2011-2012,Luna,1
2011-2012,Martín Cáceres,1
2011-2012,Reyes,1
2011-2012,Alexis Ruano,1
2011-2012,Cala,1
2011-2012,Trochowski,1
2011-2012,Alexis Ruano,1
2011-2012,Casquero,1
2011-2012,Gavilán,1
2011-2012,Lacen,1
2011-2012,Míchel,1
2011-2012,Miguel Torres,1
2011-2012,Valera,1
2011-2012,Elustondo,1
2011-2012,Ifrán,1
2011-2012,Mikel González,1
2011-2012,Rubén Pardo,1
2011-2012,Albín,1
2011-2012,Baena,1
2011-2012,Cristian Gómez,1
2011-2012,Javi López,1
2011-2012,Rui Fonte,1
2011-2012,Thievy,1
2011-2012,Dorado,1
2011-2012,Jefferson Montero,1
2011-2012,Nacho,1
2011-2012,Nélson,1
2011-2012,Ángel,1
2011-2012,Camuñas,1
2011-2012,Gonzalo,1
2011-2012,Mario,1
2011-2012,Martinuccio,1
2011-2012,Abraham Minero,1
2011-2012,Barrera,1
2011-2012,Paulo Da Silva,1
2011-2012,Dujmovic,1
2011-2012,Efraín Juárez,1
2011-2012,Lanzaro,1
